the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,LATITUDE,LONGITUDE,LASTUPDATE
POINT (-121.941536499802 37.410881787143),427,Baypointe Station,VTA Light Rail Station,Tasman  At  Baypointe,,,VTA,000088,37.41087684,-121.9415234,01/15/2012 12:00:00 AM +0000
POINT (-121.961889213626 37.392868640492),50,Agnew Park,Park,,,,ESRI,462010POS,37.3928637,-121.96187611,09/14/2011 12:00:00 AM +0000
POINT (-121.86745803963 37.221295655175),724,Almaden Branch Library,Library,6445 Camden Ave.,San Jose,95120,Web,192012LIB,37.22129072,-121.86744497,08/08/2012 12:00:00 AM +0000
POINT (-122.023462606537 37.366001002947),513,Valley Health Center Sunnyvale,Clinic,660 S. Fair Oaks Avenue,Sunnyvale,94086,Santa Clara County Valley Medical Center,582012VMC,37.36599606,-122.0234495,08/10/2012 12:00:00 AM +0000
POINT (-122.036352516991 37.347629573538),1117,Chester W. Nimitz Elementary,School,545 East Cheyenne Drive,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694196046742,37.34762464,-122.03633941,09/04/2014 12:00:00 AM +0000
POINT (-122.101132694993 37.394798905906),872,Kindercare Learning Center - El Camino Real,School,2065 W. El Camino real,MOUNTAIN VIEW,94040,Kindercare Website,1002014PRIVATE,37.39479397,-122.10111957,03/11/2014 12:00:00 AM +0000
POINT (-121.944821679084 37.288131241909),744,Campbell Police Station,Police,70 N 1ST ST,CAMPBELL,95008,County Comm,22012POLICE,37.2881263,-121.94480859,08/30/2012 12:00:00 AM +0000
POINT (-122.061453660236 37.394304035924),1430,Slater Special Education Preschool,School,220 North Whisman Road,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695910121889,37.3942991,-122.06144054,10/08/2014 12:00:00 AM +0000
POINT (-121.779376592911 37.323771714086),1181,Evergreen Valley High,School,3300 Quimby Road,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694274330692,37.32376676,-121.77936353,09/10/2014 12:00:00 AM +0000
POINT (-121.883520866687 37.436185689435),1094,Milpitas Adult,School,1331 East Calaveras Boulevard,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733874330494,37.43618074,-121.88350777,08/29/2014 12:00:00 AM +0000
POINT (-121.844608553125 37.348777290299),1007,Cesar Chavez Elementary,School,2000 Kammerer Avenue,San Jose,95116,School Website 2014/CA_DEPT_EDU,43693696046239,37.34877234,-121.84459547,08/14/2014 12:00:00 AM +0000
POINT (-121.4920159235 37.400411876714),687,Cal Fire Sweet Water Station,FireStation,47405  MINES RD,Livermore,,County Comm,962012FIRE,37.4004069,-121.49200289,08/09/2012 12:00:00 AM +0000
POINT (-121.849922769809 37.342468448415),216,P A L Sports Center,Park,,,,ESRI,2122010POS,37.3424635,-121.84990969,09/14/2011 12:00:00 AM +0000
POINT (-121.823739971974 37.233321555422),1214,Oak Grove Elementary,School,511 Cozy Drive,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256048144,37.23331661,-121.82372691,09/12/2014 12:00:00 AM +0000
POINT (-121.65853210606 37.136397269861),1126,Community Adult,School,17940 Monterey Street,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695834330072,37.13639232,-121.65851908,09/05/2014 12:00:00 AM +0000
POINT (-121.829472467929 37.330617123183),1044,Leadership Public Schools - San Jose,School,1881 Cunningham Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43104390102905,37.33061217,-121.82945939,08/25/2014 12:00:00 AM +0000
POINT (-121.943396488023 37.31820237502),604,San Jose Fire Station 10,FireStation,511 S MONROE ST,San Jose,,County Comm,102012FIRE,37.31819743,-121.9433834,08/09/2012 12:00:00 AM +0000
POINT (-121.895718770194 37.431558603498),574,India Community Center,Community Center,525 Los Coches St,Milpitas,,ISD-GIS -  Compiled data from the internet,222012C,37.43155365,-121.89570567,08/09/2012 12:00:00 AM +0000
POINT (-121.975847713253 37.222648224677),1282,Los Gatos High,School,20 High School Court,Los Gatos,95030,School Website 2014/CA_DEPT_EDU,43695344334371,37.2226433,-121.97583463,09/30/2014 12:00:00 AM +0000
POINT (-121.970937495205 37.357803521582),1072,Juan Cabrillo Middle,School,2550 Cabrillo Avenue,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696746048854,37.35779858,-121.97092439,08/27/2014 12:00:00 AM +0000
POINT (-121.894599995822 37.263901208954),1370,Reed Elementary,School,1524 Jacob Avenue,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696666048664,37.26389627,-121.89458692,10/06/2014 12:00:00 AM +0000
POINT (-122.085214152035 37.405355785921),1326,Theuerkauf Elementary,School,1625 San Luis Avenue,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695916049514,37.40535085,-122.08520103,10/03/2014 12:00:00 AM +0000
POINT (-121.60908681582 37.167439646504),23,Anderson Lake County Park,Park,,,,SCCPRD,172011POS,37.1674347,-121.60907379,09/14/2011 12:00:00 AM +0000
POINT (-121.931791552035 37.263861982887),592,Camden Community Center,Community Center,3369 Union Ave,San Jose,,ISD-GIS -  Compiled data from the internet,402012C,37.26385705,-121.93177847,08/09/2012 12:00:00 AM +0000
POINT (-121.926463422258 37.332049870538),737,Rose Garden Branch Library,Library,1580 Naglee Ave.,San Jose,95126,Web,322012LIB,37.33204493,-121.92645033,08/08/2012 12:00:00 AM +0000
POINT (-121.948308946881 37.290533228372),812,Casa Di Mir Montessori School,School,90 East Latimer Avenue,Campbell,95008,School Website/NCES,372014PRIVATE,37.29052829,-121.94829586,03/10/2014 12:00:00 AM +0000
POINT (-121.927354619394 37.315498259665),1496,San Jose City College,College and University,2100 Moorpark Avenue,San Jose,95128,Web Site,122012CU,37.31549332,-121.92734153,07/10/2009 12:00:00 AM +0000
POINT (-121.853858007337 37.259477802599),569,Gundeson Community Center,Community Center,622 Gaundabert Ln,San Jose,,ISD-GIS -  Compiled data from the internet,172012C,37.25947286,-121.85384494,08/09/2012 12:00:00 AM +0000
POINT (-122.145024398261 37.449093132923),947,St. Elizabeth Seton School,School,1095 Channing Avenue,Palo Alto,94301,School Website/NCES,1832014PRIVATE,37.4490882,-122.14501126,03/13/2014 12:00:00 AM +0000
POINT (-121.886664364406 37.349790987513),734,Joyce Ellington Branch Library,Library,491 E. Empire St.,San Jose,95112,Web,292012LIB,37.34978604,-121.88665128,08/08/2012 12:00:00 AM +0000
POINT (-121.783226506145 37.223909912605),1055,Baldwin (Julia) Elementary,School,280 Martinvale Lane,San Jose,95119,School Website 2014/CA_DEPT_EDU,43696256095400,37.22390497,-121.78321345,08/26/2014 12:00:00 AM +0000
POINT (-121.604844649509 37.024956539645),1289,Luigi Aprea Elementary,School,9225 Calle del Rey,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846047286,37.0249516,-121.60483164,09/30/2014 12:00:00 AM +0000
POINT (-122.126952542761 37.407333060762),72,Briones Park,Park,,,,ESRI,682010POS,37.40732813,-122.12693941,09/14/2011 12:00:00 AM +0000
POINT (-121.936589506756 37.293695978971),402,Hamilton Station,VTA Light Rail Station,Hamilton  At  Station,,,VTA,000124,37.29369104,-121.93657642,01/15/2012 12:00:00 AM +0000
POINT (-122.013384655652 37.280366595283),96,Congress Springs Park,Park,,,,ESRI,922010POS,37.28036166,-122.01337156,09/14/2011 12:00:00 AM +0000
POINT (-121.971051705811 37.304019517001),1154,Leroy Anderson Elementary,School,4000 Rhoda Drive,San Jose,95117,School Website 2014/CA_DEPT_EDU,43695756047831,37.30401458,-121.97103861,09/08/2014 12:00:00 AM +0000
POINT (-122.107386541274 37.368384055496),924,Pinewood School,School,327 Fremont Avenue,Los Altos,94024,School Website,1572014PRIVATE,37.36837912,-122.10737342,03/12/2014 12:00:00 AM +0000
POINT (-121.789141690627 37.229796871365),975,Stratford School - San Jose,School,6670 San Anselmo Way,San Jose,95119,School Website/NCES,2112014PRIVATE,37.22979193,-121.78912863,03/14/2014 12:00:00 AM +0000
POINT (-121.938985014763 37.401193007707),447,River Oaks Station,VTA Light Rail Station,North First  At  River Oaks,,,VTA,000016,37.40118806,-121.93897191,01/15/2012 12:00:00 AM +0000
POINT (-121.954985550042 37.356551744053),43,Rotary Park,Park,,,,ESRI,392010POS,37.3565468,-121.95497245,09/14/2011 12:00:00 AM +0000
POINT (-121.837409388052 37.340150927408),1004,A. J. Dorsa Elementary,School,1290 Bal Harbor Drive,San Jose,95122,School Website 2014/CA_DEPT_EDU,43693696046114,37.34014598,-121.83739631,08/13/2014 12:00:00 AM +0000
POINT (-121.880215194333 37.228353240069),1277,Los Alamitos Elementary,School,6130 Silberman Avenue,San Jose,95120,School Website 2014/CA_DEPT_EDU,43696666093074,37.2283483,-121.88020212,09/30/2014 12:00:00 AM +0000
POINT (-121.609958531324 37.088443854389),1404,South County Community,School,100 North Street,San Jose,95046,School Website 2014/CA_DEPT_EDU,43104396100515,37.08843891,-121.60994552,10/07/2014 12:00:00 AM +0000
POINT (-121.568652362876 37.014596233014),1212,I.O.O.F. Children's Home,School,290 IOOF Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43104396102529,37.01459129,-121.56863936,09/11/2014 12:00:00 AM +0000
POINT (-121.830558954445 37.367384343763),1239,James Lick High,School,57 North White Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694274333639,37.36737939,-121.83054587,09/22/2014 12:00:00 AM +0000
POINT (-121.867979085191 37.360569791394),627,San Jose Fire Station 34,FireStation,1634  Los AltosS PLUMAS AV,San Jose,,County Comm,332012FIRE,37.36056484,-121.867966,08/09/2012 12:00:00 AM +0000
POINT (-121.815696620521 37.35923740282),1194,Summit Public School: Tahoma,School,14271 Story Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43104390123794,37.35923245,-121.81568354,09/11/2014 12:00:00 AM +0000
POINT (-121.793221210672 37.332099414209),1109,Cedar Grove Elementary,School,2702 Sugar Plum Drive,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694356067193,37.33209446,-121.79320814,09/03/2014 12:00:00 AM +0000
POINT (-122.125988183427 37.401437754726),269,Terman Park,Park,,,,ESRI,2652010POS,37.40143282,-122.12597505,09/14/2011 12:00:00 AM +0000
POINT (-121.960369138465 37.336266630858),150,Henery Schmidt Park,Park,,,,ESRI,1462010POS,37.33626169,-121.96035604,09/14/2011 12:00:00 AM +0000
POINT (-121.943408527998 37.285488007025),386,Campbell Station,VTA Light Rail Station,Campbell  At  Station,,,VTA,000126,37.28548307,-121.94339544,01/15/2012 12:00:00 AM +0000
POINT (-122.141115138228 37.42961769357),66,Bowden Park,Park,,,,ESRI,622010POS,37.42961276,-122.141102,09/14/2011 12:00:00 AM +0000
POINT (-121.806108524222 37.304711914629),1427,Silver Creek High,School,3434 Silver Creek Road,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694274337903,37.30470697,-121.80609546,10/08/2014 12:00:00 AM +0000
POINT (-121.885210954486 37.339678869739),1234,Horace Mann Elementary,School,55 North Seventh Street,San Jose,95112,School Website 2014/CA_DEPT_EDU,43696666048599,37.33967392,-121.88519787,09/15/2014 12:00:00 AM +0000
POINT (-121.90564844912 37.4074202336),1353,Pearl Zanker Elementary,School,1585 Fallen Leaf Drive,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876067219,37.40741528,-121.90563535,10/06/2014 12:00:00 AM +0000
POINT (-122.042144306605 37.315486229909),998,Waldorf School of the Peninsula High School,School,21050 McClellan Road,Cupertino,95014,School Website,2392014PRIVATE,37.3154813,-122.0421312,07/10/2009 12:00:00 AM +0000
POINT (-122.108172925116 37.386307428306),1278,Los Altos High,School,201 Almond Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43696094334116,37.38630249,-122.1081598,09/30/2014 12:00:00 AM +0000
POINT (-121.850361877405 37.263017603195),276,Vista Park,Park,,,,ESRI,2722010POS,37.26301266,-121.85034881,09/14/2011 12:00:00 AM +0000
POINT (-122.016724474683 37.269910614439),712,Saratoga Library,Library,13650 Saratoga Avenue,Saratoga,95070,Web,72012LIB,37.26990568,-122.01671138,08/08/2012 12:00:00 AM +0000
POINT (-121.812420019427 37.314925508035),1207,Rouleau Center,School,1875 Monrovia Drive,San Jose,95121,School Website 2014/CA_DEPT_EDU,43104396095970,37.31492056,-121.81240695,09/11/2014 12:00:00 AM +0000
POINT (-121.998267432334 37.403359234321),422,Vienna Station,VTA Light Rail Station,Tasman  At  Vienna,,,VTA,000070,37.40335429,-121.99825432,01/15/2012 12:00:00 AM +0000
POINT (-121.566917054865 37.004432904039),329,Gilroy Station,Railroad Station,,Gilroy,,VTA,162012RRS,37.00442796,-121.56690405,01/15/2012 12:00:00 AM +0000
POINT (-121.798684701592 37.319329112017),1230,Holly Oak Elementary,School,2995 Rossmore Way,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694356047146,37.31932416,-121.79867163,09/15/2014 12:00:00 AM +0000
POINT (-121.87870529672 37.278628141243),864,Kindercare Learning Center - Foxworthy,School,1081 FOXWORTHY AVE,SAN JOSE,95118,NCES,912014PRIVATE,37.2786232,-121.87869222,03/11/2014 12:00:00 AM +0000
POINT (-122.137744878781 37.39050900678),122,Esther Clark Park,Park,,,,ESRI,1182010POS,37.39050407,-122.13773175,09/14/2011 12:00:00 AM +0000
POINT (-121.769506869746 37.321676265141),1106,Carolyn A. Clark Elementary,School,3701 Rue Mirassou Drive,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694350102616,37.32167131,-121.7694938,09/03/2014 12:00:00 AM +0000
POINT (-122.040420427821 37.375172488769),1476,Sunnyvale School District Office,School,819 West Iowa Avenue,Sunnyvale,94088,School Website 2014/CA_DEPT_EDU,43696900000000,37.37516755,-122.04040731,10/09/2014 12:00:00 AM +0000
POINT (-122.035196322786 37.353234778331),1002,North County Regional Occupational Program,School,589 West Fremont Ave.,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43766200119941,37.35322984,-122.03518321,08/11/2014 12:00:00 AM +0000
POINT (-121.56695197563 37.015427624251),1210,South Valley Middle,School,385 IOOF Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846098214,37.01542268,-121.56693897,09/11/2014 12:00:00 AM +0000
POINT (-121.552215654939 37.006056205598),746,California Highway Patrol GILROY,Police,740  RENZ LN,GILROY,95020,County Comm,42012POLICE,37.00605127,-121.55220266,08/30/2012 12:00:00 AM +0000
POINT (-121.915564797875 37.351523729027),777,City of San Jose Police Department Airport Division,Police,1387 Airport Blvd,SAN JOSE,95110,Police Station Web Site,392012POLICE,37.35151878,-121.91555171,08/30/2012 12:00:00 AM +0000
POINT (-122.090158353837 37.40134433981),239,Rex Manor Park,Park,,,,ESRI,2352010POS,37.4013394,-122.09014523,09/14/2011 12:00:00 AM +0000
POINT (-121.884217139814 37.32349383406),665,County Fire Cambell Station,FireStation,123  UNION AV,San Jose,,County Comm,722012FIRE,37.32348889,-121.88420406,08/09/2012 12:00:00 AM +0000
POINT (-121.890631222541 37.408554171846),366,Montague Station,VTA Light Rail Station,Capitol  At  Montague,,,VTA,000102,37.40854922,-121.89061813,01/15/2012 12:00:00 AM +0000
POINT (-121.810496145772 37.356383873696),204,Mount Pleasant Park,Park,,,,ESRI,2002010POS,37.35637892,-121.81048307,09/14/2011 12:00:00 AM +0000
POINT (-122.088516775033 37.385552187262),187,McKelvey Park,Park,,,,ESRI,1832010POS,37.38554725,-122.08850365,09/14/2011 12:00:00 AM +0000
POINT (-121.980711144095 37.240083741481),1147,Daves Avenue Elementary,School,17770 Daves Avenue,Los Gatos,95030,School Website 2014/CA_DEPT_EDU,43695266047526,37.24007881,-121.98069806,09/08/2014 12:00:00 AM +0000
POINT (-121.851328770673 37.304449002835),1193,Franklin Elementary,School,420 Tully Road,San Jose,95111,School Website 2014/CA_DEPT_EDU,43694506047195,37.30444406,-121.85131569,09/11/2014 12:00:00 AM +0000
POINT (-122.085204475223 37.288158320505),301,Picchetti Ranch Open Space Preserve,Open Space,,,,MROSD,2982010POS,37.28815339,-122.08519137,09/14/2011 12:00:00 AM +0000
POINT (-121.933243841554 37.400884222419),623,San Jose Fire Station 29,FireStation,199  INNOVATION DR,San Jose,,County Comm,292012FIRE,37.40087927,-121.93323074,08/09/2012 12:00:00 AM +0000
POINT (-121.906787499083 37.253219263184),71,Branham Lane Park,Park,,,,ESRI,672010POS,37.25321433,-121.90677442,09/14/2011 12:00:00 AM +0000
POINT (-121.848273253439 37.320785730939),506,Yerba Buena High School Health Clinic,Clinic,1855 LUCRETIA AVENUE,SAN JOSE,95122,Office Of StateWide Health Planning And Development (OSHPD),306434130,37.32078078,-121.84826018,08/10/2012 12:00:00 AM +0000
POINT (-121.89744706412 37.239878124048),1146,Dartmouth Middle,School,5575 Dartmouth Drive,San Jose,95118,School Website 2014/CA_DEPT_EDU,43697086049332,37.23987319,-121.89743399,09/08/2014 12:00:00 AM +0000
POINT (-122.152260667463 37.309680607028),311,Monte Bello Open Space Preserve,Open Space,,,,MROSD,3082010POS,37.30967568,-122.15224755,09/14/2011 12:00:00 AM +0000
POINT (-121.944476053333 37.408673465254),454,Tasman Station,VTA Light Rail Station,North First  At  Tasman,,,VTA,000045,37.40866852,-121.94446295,01/15/2012 12:00:00 AM +0000
POINT (-121.964187092891 37.345033594494),264,Steve Carli Park,Park,,,,ESRI,2602010POS,37.34502865,-121.96417399,09/14/2011 12:00:00 AM +0000
POINT (-122.143397803235 37.442844385773),1452,Walter Hays Elementary,School,1525 Middlefield Road,Palo Alto,94301,School Website 2014/CA_DEPT_EDU,43696416048409,37.44283945,-122.14338467,10/09/2014 12:00:00 AM +0000
POINT (-121.865275016583 37.356777703386),1037,East Valley,School,333 North 33rd Street,San Jose,95116,School Website 2014/CA_DEPT_EDU,43104396085484,37.35677275,-121.86526193,08/19/2014 12:00:00 AM +0000
POINT (-121.609908230873 37.08867657591),1403,San Martin/Gwinn Elementary,School,100 North Street,San Jose,95046,School Website 2014/CA_DEPT_EDU,43695836047948,37.08867163,-121.60989522,10/07/2014 12:00:00 AM +0000
POINT (-122.144983384161 37.444747828219),717,Palo Alto Children's Library,Library,1276 Harriet Street,Palo Alto,94301,Web,122012LIB,37.44474289,-122.14497025,08/08/2012 12:00:00 AM +0000
POINT (-121.89584248995 37.289524956729),1465,Willow Glen Middle,School,2105 Cottle Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666060107,37.28952002,-121.89582941,10/09/2014 12:00:00 AM +0000
POINT (-121.884313536349 37.311261723314),376,Tamien Station,VTA Light Rail Station,Hwy 87  At  Tamien Station,,,VTA,000006,37.31125678,-121.88430045,01/15/2012 12:00:00 AM +0000
POINT (-121.902956372359 37.273034374676),165,Kirk Park,Park,,,,ESRI,1612010POS,37.27302944,-121.90294329,09/14/2011 12:00:00 AM +0000
POINT (-122.081414353129 37.372234687075),103,Cuesta Park,Park,,,,ESRI,992010POS,37.37222975,-122.08140123,09/14/2011 12:00:00 AM +0000
POINT (-122.026526289521 37.34405505613),1284,Louis E. Stocklmeir Elementary,School,592 Dunholme Way,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694196046957,37.34405012,-122.02651318,09/30/2014 12:00:00 AM +0000
POINT (-121.874865598283 37.357802433741),283,Watson Park,Park,,,,ESRI,2792010POS,37.35779749,-121.87485251,09/14/2011 12:00:00 AM +0000
POINT (-121.566490158572 37.015922390381),1209,Gilroy Adult Education,School,7881 Murray Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694844332797,37.01591745,-121.56647716,09/11/2014 12:00:00 AM +0000
POINT (-121.903419806888 37.328397884077),392,Diridon Station,VTA Light Rail Station,Diridon  At  Station,,,VTA,000116,37.32839294,-121.90340672,01/15/2012 12:00:00 AM +0000
